Id;Tweets
43378;I do not how someone can be cruel to animals. 
43379;miss my friend...... 
43380;thinking of the packing I've got to do is giving me a headache! 
43381;hot towel on my right cheek.. hopes to get well tomorrow.. 
43382;@missgiggly omg .. poor you.  will you ever get home?  
43383;Good morning everyone.. My allergies are attacking me today 
43384;staring at something i know would never stare back...broken, scattered, lost, and alone...  ...         http://robo.to/elyconcord
43385;OFF TO WORK........DONT WANNA GO TODAY, IM SUPER SLEEPY!!! 
43386;Went to the dentist today... I hate going, but I'm glad that's over! Have to go back next week though... 
43387;is at work and is in alot of pain  ...this is going to be a loooooooong day!
43388;@botdfmusic http://twitpic.com/74w9n - fuggin raddddd!!!! i wants him to do my hairrr. 
43389;@JAZavis Sorry I missed tweets. None are going to my Voyager.  Missed everything from yesterday. Missed Real Housewives. Will catch reruns
43390;@Destini41 Wish I could, however, don't get show out here till 2 pst. 
43391;@xbllygbsnii oo you do  you alright? mmhm am okay - looks like the fuckers coming back to the office :@ :'( i wanna sleeeeeep :'(
43392;has no mates on twitter 
43393;Back from Kingston, packing for Halifax... weather not so good there so I might not take the camera. 
43394;@yarntopiadiva  I'll be so sorry not to see you! I hope you're mom is doing okay!
43395;@scoccaro i'm with you - i woke up thinking it was Friday - EXTREME disappointment when i realized it was only Wednesday 
43396;Last night's dream was epically more depressing than the night before.  Why do I still dream about an elementary school crush?
43397;@domcoke So, tweetdeck free on iPhone. Shame...I don't have one  (whaaaaaaa)
43398;i want my new iphone now! 
43399;Thanks for nothing FCC. W/O perfect signal, digital gives you nothing. I have/had 2 TV's that weren't perfect but now they're worthless 
43400;"I wonder how many times I will say &quot;state farm insurance this is shelby&quot; today? (sigh) working all day today "
43401;fuckkkkk....i think i've got RSI 
43402;AIR BERLIN's city tour pass for €199 5 routes among selected destinations.No GR airport though  check it out http://tr.im/oMSv
43403;i am so anxious, i could be sick. 
43404;@heathmccormick Me to i cant be bothered though  were is savage today ? x
43405;@juliancheal eek that is not good 
43406;Woke up---- so sleepppyy 
43407;Wishing I was good at photoshop 
43408;i just realised that i've spent almost the entire morning on the phone. i miss you 
43409;Just checked chapters website and all the keys are sold out  Boo
43410;@mrSimon Yeah - sadly we wanted the living room to match... 
43411;I love being a fanboy, but I absolutely loathe fanboys. 
43412;is pissed and pissed off cos Ponderland isn't on @rustyrockets is not here 
43413;@1capplegate aw crap i loved that show i was hoping 4 a season three    
43414;Peyton broke her ankle at gymnastics last night. May need surgery. Prayers please. 
43415;@Russticles It was a small fridge. Now I have to share my big one 
43416;highschool a little after 12 then in bed all day 
43417;has some seriously God-damn painful sunburn 
43418;atlantic city is a huge waste of money 
43419;Is super sad that I won't be seeing my awesome dad for Father's Day  I hate being so far from home (insert whiny voice)!
43420;Last open mic with @stephdewhurst ever today. So sad! 
43421;buttercookies is tonight... 
43422;@brumbearskin Don't think you mentioned that!  Think of me at the vets 
43423;@OfficialAS but my net kept cutting out on me  lmaooo reason i was so annoyed before...a  bit earler
43424;@aintthedakota ughkkk same! I've got 92p in my bank haha. Fortunately Eddy is taking me there and getting me in. Won't even be drinking 
43425;@S1N3RGY ROFL nah, we got lazy too  and everyone else was povo so like w/e just postpone / cancell thy will organise something else
43426;So our case of Bertie Botts beans coming in on the 19th is pretty much already sold out  Cannot keep them in stock lately.
43427;nobody's here on Twitter? 
43428;Just finished my physics exam! Going home! No more physics, awwww 
43429;@nicolalalalala I have that problem but mine is beer and milk 
43430;"@erika50 I love you&lt;3 ima super need you today  im not a robot no mores moof"
43431;I ran into my door the other day (some one locked it) and now there's a crack in it 
43432;@amy_angus: i still haven't slept... 
43433;"awwh mann ;; have earth science regents in a lilll ! kinda scareddd :-/ *bites nails* haha ! "
43434;is having a lazy day today and is going to run a nice warm bath in a minute  and boo to not being able tosee the script on 19th 
43435;@ScarielMermaid 
43436;@PaddleWaddle WTF CANCELLED? SORRY I DIDNT PAY EARLIER, I SWEAR I WAS GNA PAY  CAN WE DO SOMETHING ELSE INSTEAD THEN PRETTY PRETTY PLEASE?
43437;Pre-readings sucks! 
43438;@dreamer1013 hi!! wow 100 folowers!! i only have 15 
43439;@hyfen wow, dang, that does rock. I'm really starting to miss the UT CS profs 
43440;It was quite embarrassing to keep putting the weight down while a very pretty and *incredibly* bendy lady was watching 
43441;So a normal 8 minute drive took 35 MINUTES because I275 N was a parking lot.  That was no fun 
43442;I'm REALLY leaving.. bro's gonna use the laptop  buh-bye!
43443;Sitting on the computer doing nothing really 
43444;@paula721 I wish...lol Nope, studying...friday next exam! 
43445;@neilyc no its definitely not there 
43446;Why are the songs pausing during the dl. Boo 
43447;Finally upgraded to the new blogger layout. Looks more foolproof  I like tampering, you can make it do cool things!
43448;@kr1tter yaaaay Kyle!! I miss you 
43449;at work w. my dad  how exciting... this is what happens when u grow up and u need money for a cruise and ur dad can use some help  help!
43450;crap crap crap... i forgot to plug my iphone into the comptuer this morning... now i have to wait till after work to get 3.0 
43451;Cummon people. Change the water. I'm thirsty 
43452;is sad cuz she cant go to the semester reunion show.  but i get to see my bri bby! 
43453;iv got too many clothes, need to chuck some out..i hate doing this  it takes so lonngg
43454;is thinking of getting up to shit right now!!!! damn i wish i could put my priorities first 
43455;Is sad that she has been so freakin busy lately 
43456;@edenriley Hooray for Dave's realization (and commitment to staying alive) Boo for poor Rocco feeling so poorly.  
43457;flu. stomach kept me up all night 
43458;@visualmadness Australia is shit. I'm sick of being shafted on the price of everything. I don't want free, I just want fair 
43459;UGH! RAIN! I just had to go and save the washing from the line! 
43460;jury duty time 
43461;i've tried so hard to make my life balance in every way but i guess it just couldn't be like that 
43462;@Schofe I like Tweetdeck on the PC, haven't got an iPhone yet 
43463;@sylvianguyen I'll miss you too... *sad*  I'll send u a postcard with a panza-car^^   but I have 1 day yet....1 day to be crazy....^^
43464;AIR BERLIN's city tour pass for €199,5 routes among selected destinations.No GR airport though   check it out http://tr.im/oMSv
43465;@_Daniellaaa, summer with you is going to be amazing, but im gonna miss you if you are in greece! 
43466;Great! Because of that post this morning, twitter now thinks I'm gay 
43467;@mikelear  Sounds painful
43468;trying to find a jonas brothers hoodie. no good ones on sale in uk 
43469;Pooey not gettin new tweets still  silly twitterberry!
43470;@iuhiuh why must pretend that you dont know me? 
43471;Good morning! Now time to be productive on my day off 
43472;What's up with the weather NY?  Wanted to go on a looong walk to n over the BKLN bridge with my baby girl today... Hmmph!
43473;Has a dead pixel. 
43474;Goodbyes bum me out.  + its rainy out here.
43475;@1capplegate they always take the good shows off the air... 
43476;Have to go to dentist today and I am afraid I'll be told I've got the start of one or two cavities 
43477;gots to go take a shower... ortho appointment today  It hurts.
43478;@ryanschmidt well I'll have to wait till I'm off work then 
43479;damn i wish i had money to by the vampire chronicle books 
43480;@ellaannounce I can't make the christmas one  already booked in for another event.  Will be there next year though!
43481;*shivers* why do ikeep having the same HORRIBLE dream????????  my head hurts a LOT and stomach
43482;can't install the new OS on my ipod 
43483;BORED BORED BORED    NEED SUM BODY TEW TALK TEW
43484;Too much work for one day....and a hard meeting still to go 
43485;...not liking this rain 
43486;@serinurshira Noooooo, I don't want them to hook up!  And yeah, she looks more mature than him! Plus, she seems the kind of girl
43487;@tatianafc eu sou 43% autista 
43488;@PaulHulbert nothing, the cost of moving 
43489;Car's dead! 
43490;@janaspyjamas it usually just turns back on after a few minutes.. but this time it didn't 
43491;ryanair officially have us by the balls 
43492;Did a 5 mile bike ride yesterday, will do the same today, then more JAVA GUI...and the rains come back 
43493;I am happy, sad, mad, obn0xi0us, ecstatic, amused and seriously confused, i hate it so much! 
43494;bored bored bored!! want a bf 
43495;@deniseneil Are there any lights on? I love to get up there when it's still dark... Back to work today, actually. 
43496;#haveyouever been put in a full nelson on your 23rd birthday?? 
43497;@darrenmak  ya,  it outputs .asf streams. try this: http://www.networkinginfo.com:8088/img/main.cgi?next_file=main.htm #linksys
43498;great I got a give over my geisha tattoo.. it hurts so bad 
43499;taking care of my sick babby bro 
43500;Still waiting for my iPhone 3.0 
43501;Humidity is gross.  Everything is slightly sticky.  
43502;"Babysitting 9-6;; MIGRAINE &amp; 4 hours of sleep!!! "
43503;Achoo ... Achoo ... Achoo ... sookie-la-la phase expected for next few days 
43504;is super sad to learn that a fellow employee passed this morning... im praying for her and her family 
43505;@flowasone oh well, its not that zi guan has swine flu. god bless. but fml, taiwan trip is cancelled 
43506;very tired 
43507;Good morning folks! It was a lovely day for a ride on the scooter, to find out the AC is out at work. 
43508;@michelle_cc Been trying for years... hasn't worked yet   But I am NOT giving up!!!! lol
43509;Why's everyone talking abt mysore pak?? Now I want mysore pak  
43510;i want to buy LA Candy and i want lauren to sign it but i cant go to NYC or other places because im going to south africa  sooo sad
43511;Mosquitoes bit my leg again.  I'm itching all over!
43512;im a super bad tweeter lately. 
43513;@Jomey Really? I have to upgrade my videocard first 
43514;Reality just hit me a moment ago 
43515;So our case of Bertie Botts beans coming in on the 19th is pretty much already sold out  Cannot keep them in stock lately.
43516;tiny gold anchor earrings.. rest in peace  feeling like an assf*ck at work right now..good for me.
43517;@clueless_bimbo yeah, they will next week but we've got 2 bills to pay on sat that won't wait.  they come first unfortunately.
43518;@lloydjason me too ... 
43519;last day at malibu   chances of studying nclex and not reading bill bryson? very unlikely.
43520;Med term test... Now I'm in sumter with nothing to do for the next hour 
43521;7:15 am, already at my desk, and already feeling the fact that I got up at 5:00.  
43522;@EvaEKeiser Thank you so much for the invite and opportunity (2010 Camaro), but I am booked up on the 18th all day... 
43523;Is so tired from being up until 3am studying for my midterm I have today! Boo  wish me luck.
43524;@Dannymcfly aww i would of like to see tha   and i love star girl too 
43525;Is really bored at work 
43526;Tired! Morning..I can't see my brother graduate because of dumb finals 
43527;@RobinC720 why! 
43528;totally in support of a re-count done by an impartial faction for the Iran elections. freedom isn't free 
43529;I had a dream Michelle Obama was stalking me. She was trying to pin flower broaches one me 
43530;Blooming ear. Im pretty sure it shouldnt be bleeding this much.  Watching Kerrang 
43531;.:. Um, I think I slept in one position for too long last night...my left shoulder is sore. 
43532;@5haneo I know, me too 
43533;Got a banging headache  Me thinks i need to go asleep :L
43534;Today.... Off to a horrible start 
43535;is in the office NOT rockin' out anymore. 
43536;@NaTTyBOY1 LMAOOO, hey thats a serious matter lol jokes, haha everyone missed it 
43537;Is STILL waiting for his book to arrive.      Will work on my Tao of patience
43538;amelia is cutting her first tooth boo hoo 
43539;"I love it when I am running late &amp; out the door &amp; one of my cats makes a run for it, as if I were a bad mom. "
43540;@wowshaggy my mates call me chung cause i look chinese  haha.
43541;@matty1987 awww! I'm sorry boo! 
43542;My stomach hurts. I hope I haven't just poisoned myself 
43543;@hadshabat omg i tweeted you just before you tweeted me lol. haha i want a baby  but without all the messy stuff
43544;"Google G1 has packed up; lasted 3 months; stopped working! The T-Mobile customer service was ok, to be fair. Im now back to the CrapBerry "
43545;i think today is going to be a bad day....took an anatomy test and got a 80....so bad 
43546;@mikeemikeex - I was just sewing as normal, and it got stuck.  the bit the bobbin sits in was out of place and I can't get it back in! 
43547;"@FoodUrchin Least you didn't get some random person point and shout &quot;Kate Bush&quot; at you in the street "
43548;@dgcampagna would be cool if I was there 
43549;I'm going to sick 
43550;i hate the doctors  i dont wanna goooooo
43551;Had been saving text messages for the last year (I have good reasons!) but this morning I awoke to a completely empty inbox 
43552;heart has been very heavy from the events in the Islamic Republic 
43553;@jimmycarr exactly! we cant let them use new technology for something useful, thats when it all turns to dust and the cool people leave 
43554;@erik_clendenen Yeah. I know the feeling. Lots of programs I'd like to make happen, none of the know how to make it work.  Bummer.
43555;Does anyone know when iPhone 3.0 will be avalible? Want it so bad 
43556;@yuvipanda Acho! That's pretty pathetic! 
43557;Still looking for work 
43558;wooo must study SocialStudies x.x shiat it's wednesday already.  prelims prelims prelims
43559;"Okay, so my classmates/Friends are talking about this swimming thing tomorrow &amp; I'm kinda jealous about it kasi 'di ako makakasama. "
43560;I wish I had my iPod right nowww 
43561;@resetmonster what is a pwoar. 
43562;@teefury Not seeing it. The Facebook preview? looked all up and down your body.... of your web page  Still nvr got shrt U snt. BURROWISH 
43563;I'm absolutely,100% exhausted 
43564;@AislingAllum He hasn't arrived yet  Top Gear and trashy daytime TV all the way!
43565;where is my iphone 3.0 softwear 
43566;"Headed to work...(Sighs) &quot;Do I have to?&quot; "
43567;I've told him 2 make a formal complaint but coz it was his 'supervisors' fault, he'll get the balme then take it out on hubby forEVER! 
43568;omg. I'm being bitten by mosquitoes in my car 
43569;@ShandyWarrior and Yorkie puds? alright for some 
43570;@QueenBxoxo heeeey lol its fine! u alright? :$ urgh a feel so sick 
43571;its sooo earlyyy 
43572;@iran ofcourse...people are depressed 
43573;hypocritee 
43574;Dear DHL, Please consider revamping your game plan. Charging me 15 X more for shipping the same product to the same location makes me 
43575;Cell-phone battery shopping. I swear I just did this not long ago. 
43576;"@Taplamp I'm sorry dear  Screw them! You and I can be a couple ;) haha."
43577;Coffee: check. Shower: check. iPhone update: not so much.  #squarespace
43578;At the airport coming home from Ft Myers 
43579;Whyyyy did Parade the Day break uppp  They're so amazing.
43580;It's raining heavily in Calcutta. Got trapped 
43581;i just went to check out my new sweet twitter background and much to my chagrin noticed it's not showing up 
43582;@sage_in_spain Oh I'm so happy to hear that! My car  It was sent to the crusher yesterday - beyond repair...
43583;@MieAase: im just listening to music and trying to keep warm.. it rained today  my heater is on, but im still a bit cold
43584;"Hopefully the day will go by fast! Other than that I just wish I was in the Bahamas with my babe!   Friday hurry up &amp; be here aleady!!!"
43585;@Neo_Tha_One *hurt* u didn't say good morning to me 
43586;I have the an appt with the orthodontist today. forgot brkfast. which mean, I will not be eating all day. WAAAHHHH!! 
43587;up early by mistake! i coulda been sleeping mehh 
43588;@Rebekah_McFly i'm a pussy. lmao nah i change my mind. Mannn. I have to go sleep already  aghhh Xxxxx
43589;i feel so tired and my blackberry isn't letting me get on the internet 
43590;looking for an underfloor safe that's fireproof for data - u think it exists? not so far 
43591;@robmuch Lies! My iTunes tell's me otherwise 
43592;its already a crappy day, n it has barely started yet 
43593;@xikana_princess I can't  I've been trying for three hours but my brain won't turn off...more spanks might help 
43594;got back from exam a little while ago... didn't go very well  might have to resit it in august, so not too happy about that   
43595;Finally snatched a time to tweet. Loads of school works! Can't even go online. I miss @DavidArchie stuffs already 
43596;@Nevenaa mmm nothing better then falling asleep to Edward Cullen! Love our wed nights. Going to miss them when u goooooo 
43597;@jupe24 ...a very wet wednesday at that. my driveway looks like a paddling pool, it's rained all day 
43598;first night of packing. Don't feel like I got far. I'm gunna be up late Friday 
43599;I need new tyres for my car!!!  ......Yet more money i need to spend!
43600;going to bed, been doing work and I am too tired to continue 
43601;getting a new one about friday...don't hold tea and your phone in the same hand 
43602;why is apple taking SO long to release 3.0 
43603;i hate when I have to sneeze but it won't come out 
43604;thanks to the lack of organization/communication of a really cool organization i'm grumpy  hope everyone else has a good hump day!
43605;@Leahhhxx whats wrong? 
43606;@immature alright i'll check now 
43607;my kitty cat killed her first mouse today... a baby mouse... by playing with it til it died.  Now she misses her friend. 
43608;is feeling very sick  Want to get in bed but have so much I must do!
43609;"@1capplegate Glad U had a great time &amp; R home safe..Very sad about Samantha Who also!  Have a great day! ;)"
43610;#iconfess i was in twitterjail yesterday with @miahump and NONE of my #iconfess came thru. mind you i sent at least 20. 
43611;@snflwr122 Oh that sucks!  Your original lunch sounded yummy.  
43612;All my friends are leaving!  13 days...
43613;you know it's going to be a great day when the first thing you do is spill a huge cup of hot coffee all over your lap and your computer 
43614;wheres my 3.0 update! 
43615;home...  still pretty upset.  
43616;waiting for the train.headed upstate...miss my hubby already 
43617;Just got done installing a new idle control motor on my mustang. It was very easy, but the part was $92 
43618;paperrounddddd. 
43619;"@timesjoanna I would have thought the Times should be in favour of outing these &quot;anonymous&quot; Iranian Twitterers in the public interest "
43620;@mspastrygurl ihad no idea.imso sorry!!  Honestly it's been going on so long people forget it unless it's effecting their lifes directly
43621;Still a little tired. I wanna go back to sleep 
43622;@wernshen nice things no share la you.  AFAIK CM babes any time pwnz PC Fair babes.
43623;sadly our teams will not meet until Oct 30th in Edmonton  #CFL will get our fix until the big boys play in Sept. go Argos...
43624;Work over for today rain bouncing down. dog refusing to go out. wish she would, she keeps apple tarting. Nice 
43625;I'm up and at the library now. Ready to start my day from hell. 
43626;is at work and just finished signing up for fall class ooo lord. This semester is going to be hard.  but the bright side im almost DONE 
43627;desperately trying to find the full Andrew Denton/Enough Rope interview with Richard E. Grant and it's the ONLY one I can't find! 
43628;@shagalizard  that makes me sad..
43629;@atheistium aw, forgot about sam and max, but i think its 1600MSP?? too much  I D/L the demo awell, let u know if theres a problem.
43630;@btexperiment aww bless.did you not sleep last night then?Im really tired myself.I cant seem to sleep at night 
43631;Just returned to the hostel even though it's only 2 in the afternoon here... a bird pooped on my skirt!!! 
43632;@angelasiefer We failed you?    Now I feel bad.  A customer isn't happy.
43633;Watching Jimmy Kimmel! @jonasbrothers were not interviewed  oh doh
43634;hello world.   i'm gettin sick again 
43635;DirecTV - FAIL - Airport - FAIL - Facebook - FAIL - Not a good day 
43636;@Angelbysea RIP Nike + chip, we barely got to know you 
43637;@GodFirst08 Aaww, I'm sorry to hear that. I'd love to come help out but I'm stuck all the way here. 
43638;I wore my Chuck Taylors today and forgot I had a gash on my figure 
43639;@shedd_aquarium You should have late-night days for those of us who work during the day 
43640;"I've lost the one thing that is very important to me &amp; is irreplaceable. "
43641;I'm NOT feeling this whole work thing today. Also have homework I need to finish. 
43642;Body ache - The usual, after runs 
43643;"tired. stayed up too late last night: 10pm.  but it was fun. wine &amp; crackers &amp; piroline on the porch, lots of talking &amp; laughing."
43644;is going in to get his wisdom teeth taken out  and needs someone to take care of him.
43645;@mavieenlair. Me tooooooooo *hunger strikes* I just got finished serving 4 annoying customers! Wtffff! 
43646;@rampantheart I don't have a clue to what you're talking about 
43647;"@snowboardcast The problem with increased liberty is that not everyone lives life by the rule &quot;So long as I do not impinge others&quot; "
43648;Is watching his grams pass away. 
43649;"@MikalM oh lucky you! still nothing here  I'll have to wait until tomorrow I fear. what about copy &amp; paste? does it work between apps?"
43650;i can't reply to anyone unless I go to their page 
43651;@just_val_4_now jerks. 
43652;What happened to OS 3.0?  It is really not going to come out until tomorrow? WTF 
43653;@PollyBlogs Oh your poor Mum  Send her my love. Thumbs are each worth two fingers, so she still has it where it counts.
43654;@1capplegate I am so sorry 
43655;ugh...class! 
43656;argh . . . I'm all itchy now, I want to go home and shower again!  
43657;i could really be doing with my bed feel awful, work is dragging in too which isn't helpin in the slightest  boohoo! i'm in a moany mood
43658;Forgot her jacket in the Train... 
43659;@Gary_Mac sadly not  !
43660;"Tragedy in Guelph after freak accident kills student http://www.digitaljournal.com/article/274293 &lt;-- sad local news "
43661;Driving lesson in 15 and it's raining  I don't like driving in the rain 
43662;Shit. Umuulan nanaman. I can't use the internet yet. 
43663;Will traffic levels ever come back to normal? Very unlikely. Caught in heavy Bangalore B2B traffic 
43664;up early today. gonna do some running  and some cardio.  get at me twitts.
43665;is sad.she'll be left again   http://plurk.com/p/11mual
43666;i am a little bit shaken by that nutter i just blocked, made me feel very sick! 
43667;shampoo got in my eyes 
43668;Cancelling holidays 
43669;"@markhoppus a broken AC  but tickets to the show in sept! can't wait! &lt;3"
43670;My internet sucks!! having a hard time researching for my hw 
43671;I'm having a day in the house with my 4 month old baby girl jessica ... its been raining all day  rain rain go away!!
43672;@jamesonb4400 u farming??? It's gonna get hot. 
43673;@cessii  I can't wait
43674;im  up early again! but i have to take care of business. . . in the rain. 
43675;RAIN. AGAIN. Are we being punished? 
43676;Off to bed after some much awaited sleep.  school tomorrow. Damnit.
43677;My orkut doesn't reply!! I can't send scrap for my friends  
43678;Fixing 7 xbox's with red rings  http://tinyurl.com/geteverything360
43679;Headed 2 work now  lets pray 4 a speedy work day
43680;"@trixie360 I like it, but it's missing &quot;My Favorite Games&quot; and &quot;Systems Owned&quot; sections "
43681;wishes he could remember his dreams. last night involved someone writing on my Ecko backpack - NOT cool 
43682;Someone has stolen my ipod cord. 
43683;@monsieurdyn yes, for i am hungryyy and the fic was not really worth it 
43684;@FragileBubble thanx hun. Yeah I know. Hearing that was real encouraging yesterday but now it's finances. Work's screwed up hubby's wages 
43685;44 mins to go... God I want to sleep I feel terrible 
43686;"@1capplegate so upset about it! It is such a great show &amp; you did an excellent job!  It will be missed. ABC cancelled all my favs! "
43687;im not stupid  im veryyyy clever i have you no 
43688;@akr93 Really sorry  I would but I've used my pre sale code already.
43689;Why doesn't my son speak like in our home, when he's in the therapist speacher? 
43690;Off to a slow start again today  ... and the rain hurts!
43691;--hates cryin, but its all she ever does anymore..... 
43692;Fininshed with Durban auditions for SA's got Talent, but now back to my exams...yay  ...
43693;Why is it so hard to have IT systems that work?... I just want to look at one page and my session is authenticated... NSW DET Portal 
43694;"@smartie999 My Morpheus is more of the &quot;sleeping partner&quot; varietal! No knocker elastic pinging here!!! More's the shame "
43695;@richardholt Hmm on Mac there's games like A Vampyre Story or Penumbra, and there's a handful of iPhone adventure. Nothing on PS3 
43696;Poop, iTunes doesn't want to download the Tech Guy this morning. 
43697;@justinlevy I feel ya dude.  I do it without even thinking about it. Bad habit = possible fender bender 
43698; http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
43699;@mrbobbybones My online streaming hasnt been working for 30 min. 
43700;@dancewithothers the white thingy that clips it to the laptop has snapped so i can't put it back on  will leave it for now tho
43701;@Trucco905  i can't believe you're leaving already!! noooo!!! i haven't talked to you in light yrs  i miss you! xxxxx
43702;@chairmanyau888 You're telling me! Well over two weeks now 
43703;Trying to get myself psyched up for the mid-week house visit. Scraping of awkward bits around ceiling roses tonight. Ugh heights! 
43704;Realizing I’m living in the Library of Babel. 
43705;Day off after two twelve hour shifts and its chucking it down  grr
43706;"again lily allen en R&amp;P  con esa cancion culiá fome"
43707;@MandyyJirouxx same wit me girl  i have a scan  wish me luck ::L:L
43708;"@BradZiffer but seriously... if ur an AT&amp;T customer already they should allow upgrades. Doesn't say very much for their customer loyalty "
43709;"woke up to pee. Fell asleep early because of some flu &amp; cough med. Throat is itchy. Don't want to be sick. "
43710;@thepatbrown Oh my god. I love Carolina Heat! I've never gotten to see YMAEWK bc when they were supposed to play ATL their van broke down 
43711;I am seriously hoping it warms up today. Bird wants to go for a walk! Today is my last day home with her, nanny starts next week. 
43712;Damn the moving costs of tv and internet! 
43713;@stephpsalm139 oh no! i'll be away this weekend  let me know how it goes, though!
43714;@IsraSeyd nothing de nothing. 
43715;@mamaphan @slhamilton i'm not on my computer, so i can't contribute to the sexy pictures.  i will later, this is fun!
43716;News on iPhone 3.0 Firmaware Update. Dalay of 4 hours  http://tr.im/oMPl #iPhone #Firmware3.0
43717;Jean de Floret . French Lesson. Why did he die? poor him  Poor daughter.
43718;R.I.P Nathan and Chelsea  You were so young 
43719;@1capplegate i loved loved loved your show, it was funny and silly yet uplifting and heartening at the same time.  so sad to see it go 
43720;IPhone 3.0 not out yet. 
43721;@irradiatedsoup You've disappointed us all 
43722;Worrying to much about tomorrow! Given myself a headache! As usual! 
43723;is trying to figure out the twitter thing.  I forgot I even signed up 
43724;@FakerParis i wish i could really do something  any idea who he is/where he's from?
43725;@JGoood I am indeed losing my mojo 
43726;@dream0176 sending hugs your way...sorry to hear that.  
43727;Is seriously craving some Krispy Kreme Donuts!!! But I really dont feel like driving 45 minutes 
43728;not feeling the slightest bit inspired to write posts on my blog anymore 
43729;If anyone else is mailing me a bead for my labour necklace, just make sure it's taped in there good- the last one sent never made it!  #fb
43730;@wesleylove i dont know.. it just didnt show up 
43731;@samurai_jen no, he turned out to be so boring i never even went out with him!! 
43732;Not A Good Day. 
43733;@bethmcgrath ditto! 
43734;@Misi_uk just registered with you but can't upload any pictures  all file sizes are correct etc
43735;abt to treat myself to a run, I need to empty my kitchen afterwards tho  vile!
43736;I am having a hayfever day 
43737;My coffee is cold now  Le sigh.
43738;We just bought 10 eggs from pasar malam, and I broke 8 of them 
43739;Back from bootsale got nearly £40 profit, we didnt seem to sell much stuff though!?! I'm really tired 
43740;"Arrived home to one dead fish  but on the upside I had a lovely skinny muffin from starbucks ;)"
43741;@clarely stuff like that happens to me a lot 
43742;Iphone OS 3.0 jailbreak... Any news? Using GM edition here, but nothing new from beta 5.0 it seems. I miss Cycorder. 
43743;@iRock_88 I Dont mind different. Im a music head.  But i just hope it moves me.  Music is not moving me lately.  
43744;@clueless_bimbo not when I'M OVER skint before I even start saving for the happy things in life i.,e. tour 
43745;I dont want to work today 
43746;Ok ok I'm awake. But it's raining and thus crappy out and the house needs cleaned.  Can I go back to bed? PS. No dnd tonight. Am sad.
43747;In Singapore, so hot.  Cant wait to put photos up from a costume shop we found in the centre.  Just about to get on a 13 hr flight 
43748;im sooooo freeeaaakkkiinnn tiredd!!. ( wla n ko time pra mag comp. ( singit lng 2. ( nkakainis tlg.~!!! nmimiss ko n accounts ko. 
43749;@packagingdiva Don't get me started. I swear, I needed 2 use some serious Houdini skills 2 get into my apple sauce jar yesterday! 
43750;@thepatbrown Oh my god. I love Carolina Heat! I've never gotten to see YMAEWN bc when they were supposed to play ATL their van broke down 
43751;@svennehaa YOU DID IT?! Damn - I'm jealous 
43752;@lovesickass I know what that feels like. 
43753;Joscelin was here and she's not happy at all 
43754;@Davina_Morris I just feel as though no one really ever listens to me  So writing it down helps...slightly.
43755;Crappy weather rain rain and more rain.......wonder if i suffer from seasonal disorder kus i feel crappy 2???......... 
43756;@jessecurry you took my username  may I have it please?
43757;@damonlibby thanks man. It still hurts to put my socks on. The doctor thinks I have a latent virus. Or that my body is sad 
43758;@ayadhani just take a look at my fb 
43759;Guess whether I want to be awake right now, zzzzz 
43760;@KevinAlambra the weather's inclement again.  it ruins my day. LOL. bout yeah?
43761;wow all my friends are leaving 
43762;@missladybitch but there are 6 cakes there 
43763;Jonas Brothers wer AMAZINGG!!Cant believe that we found their hotel and they had alredy left  wanted a picture n autograph,but it was cool
43764;so i got a bad hair cut and im going to a little black dress party tomorrow and idk how to do my hair 
43765;Don't know why, but when I click on Home, it always goes to my first Twitter Page, instead of this one.  Frustrating!  
43766;Fuck i am going nuts due to this exam 
43767;Needs a harlot hugs from my zombie or whore but they are far away 
43768;praying the rain goes away and the sun comes out again so i can dive!!! t mius 3 hours! please please please!!! i'll cry! 
43769;Meetings from 11 to 1 make me sad. 
43770;Oh waking up this early is tiring 
43771;Work...wWork...Work...   
43772;Hurricane season has sneaked up on us.  I am mentally preparing, but my actions has supported my mentally abilities. 
43773;Hola! looks like twitter is still wacky! 
43774;AH EVIL MOTHER IS BITCHING AGAIN! 
43775;Tired but at work... What can I say. Missing the wife right now 
43776;Going to get my blood work done.. 
43777;My mouth hurts.    And I have to get the kids up and ready to go!
43778;@__Aoife__ Thats the repeat which im not doing  AMG INOOOOOO!!!!!! im not excited tho  i dont wanna live with a boy for 4 days :L
43779;Dnt ask me why im doing this. I miss too much.  - http://tweet.sg
43780;"Need to finish the column article tonight; but no in the right mood "
43781;@missgribby I ALWAYS do those...walgreens, restaurants, whoever hands them out, I fill them out. I never win 
43782;@AmelieBC I do have one but only after the 25th of June...feels like ages from now!!! 
43783;@sawickis I watered my garden this morning then is started raining 
43784;I think @mattklug and I are the only people in CLT not going to Band of Horses tonight. Sold out. 
43785;so cold!!! The heating doesn't come on until 10:30 
43786;I am sitting here talking birds with my mom  I'm sick of birds! I am praying that we get in to our little house soon!!!!!!
43787;Just got back from a 15 mile run, now time to relax in this big lonely house of mine 
43788;"@strikerInsane you mean like creating COM objects &amp; using them in web pages *shudder* vb.net+asp.net is ok.. OO in it is fucked up tho "
43789;@kruss73 sorry to hear not feelin to good 
43790;Leisurely getting ready 2 go 2  the airport. My hubby isn't going with me 2 my reunion   He knows just as many people as I do maybe more
