Id;Valoración;Mensaje
4184;2;first: UNC DOMINATED!!!!!!!!!!!!!!. second: the hills is back (hallelujah). third: econ paper? gaussian copula is def. NOT that deal 
4185;1;Is physically tired but can't sleep 
4186;2;"tks pa 4 &quot;tapauing&quot; croissant tuna knowing dat Ive back-to-back meetings since morning  &amp; Zuraidah tks 4 buying my FAV STARBUCK MOCHA FRAP"
4187;2;@RussyRhubarb A new twitter name without telling me? Boo. By the way, I think Oberon is dead  Haven't seen him for ages...
4188;2;@jeffsmithcars Why would you want to send traffic to that page?  At the bottom, you say you're not done  
4189;2;@arielehenriques Why do I feel like your preaching to me? lol damn I'm guilty 
4190;2;Looking at it, I seem to be getting a completely different config.. Finding shared hosting hard not having control 
4191;2;TV w/charley she is too cute and too sweet...trying to get over the blues  cheer me up tweeters
4192;1;@Djteck Mean 
4193;2;While I do enjoy my job very much. Its always nicest outside when I'm indoors 
4194;2;morning everyone!! still feeling poorly!   hope u all have a good day! x
4195;2;contemplated going out for a post-midnight walk but still have piles of work to get through 
4196;3;oh em gee. this is love http://tinyurl.com/djjc46 want want want! lusting after things i cannot afford. 
4197;1;Everything is still broken! 
4198;1;Mir every single morning I feel sick 
4199;2;i had 7 hours of sleep and now i cant go back to sleeping  im thirsty
4200;2;@indiblogger  do i neeI dotn get any comments and suggestions 
4201;2;"My peace, quiet &amp; stress freeness is bout to come to an end "
4202;2;found my Sana...and has realized, that just like a white girl, I eat my problems 
4203;1;In work  sooo bored !
4204;2;@MissElizabeth Food allergies suck!  I became allergic to shellfish about 4 months ago out of the blue, and I used to love shrimp.  
4205;2;@d_TRIX my mom just had a root canal also...i feel your pain buddy! 
4206;2;Not even 8.30am and there's far too much noise in the office   Should have worked from home today.
4207;2;@louislucci I usually only sleep 4 hours a night or so.  Going to bed now, have to get up at 5am 
4208;2;@tommcfly Good morning Tom! Why can't I send you a message? This is too short for the question I have  Well to bad for me I guess..
4209;3;Guess what? My Dad is PREGNANT!!! lol nah, the doctor does have to give him an epidural for his chronic back pain, though. 
4210;3;@josordoni yeah it was good news, a y combinator interview next week! dunno bout the oyster, will just suck it up I guess 
4211;2;@Sir_Almo it wont let me play DOH keeps saying user not valid 
4212;2;@eNiBeNi i would if i knew them  ed si que se duerme temprano :S
4213;2;@valonthecoast LOL awwww....I'm sorry you're stuck n bored...Yes hun I thought you be trying to keep yourself entertained...can't be easy 
4214;2;@Jamzeee I knowwwwww I sukkkk !!....   .. Take care of my gurls ...
4215;2;@Kal_Penn arrrggghhh, and I hadn't seen last night's episode yet! Pity to lose you, though. 
4216;2;Early morning meetings 
4217;1;@infidelsarecool ugh how depressing.    i want to punch something.
4218;2;I STILL don't understand how to setup subversion for a website 
4219;2;@imperiusrex Brahbrah. Ugh. Bed in a hour. 
4220;2;@MindyNeedsHubby hey you...how's the husband search going ? spring is in the air...ripe time for the pickin' 
4221;2;Chriiiiiiiiiiiist i'm tired...too old for this shizzit nowadays!  think will go get a cup of joe to wake me up
4222;2;Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod 
4223;3;love the jonas brothers 
4224;2;Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy
4225;2;tweetstats and wordle just amused me for half an hour. good times 
4226;1;It happens to me loads. If you reply - my ID is ramdomthoughts NOT randomthoughts - I spell it wrong deliberately. 
4227;4;@Monica_Hughes heyyyyy missy! Welcome 
4228;2;@derivadow Life's to short to Scoble it. Did you read Gillmor article re FriendFeed: '15 journalists, technologists, and Robert Scoble.' 
4229;3;@Natikirk hey, thanks for follow  enjoy
4230;3;@joshsharp no money yet, i dont know anyone who has  maybe its all just a lie!! hes having us on so we all like him a little bit more lol
4231;4;Good morning everyone! Got a package from Granma...let's see what's inside! 
4232;2;GOING TO BED! NIGHT! 
4233;3;"Close my eyes, all I see is dresses. LMAO. Listening to James Blunt's &quot;Same Mistake&quot; "
4234;3;@timlovejoy aye, hardly suitable for me to watch at work, had to close it down sharpish 
4235;2;is last day of uni tomorrow 
4236;4;"@ddlovato I just saw your interview with katie &amp; karleigh!!  you're so awesome demi! I hope you'll come to germany one day "
4237;3;@edinatl yup, HAWX is awesome, I love that game  Co-Op multiplayer taking on tanks, bombers, fighters! It's amazingly fun 
4238;3;Dear God, thanks for a great day.  Now please help me through these 2 midterms   And...into Notre Dame?  AMEN!  Good night!
4239;3;Ahah LOL  oh tom and dougie. FUNNY BOIZ
4240;4;sat at work  Not fair, so not fair
4241;2;@marshawrites Thanks so much! 
4242;3;@suehenry Great thank you I might chat with him. Thanks 
4243;1;@huesudito De moment em queden 4 temporades de The Wire  i vaig a comen?ar amb Mad Men...
4244;3;TCK is going to bed. When I wake up, it's warm up and get to work!  Goodnight World!
4245;2;"@billglover Yeah, and then call forwarding to my Chinese cell phone. Want to test local call to # -&gt; cell, and I can't call myself "
4246;2;Weekend was crazy! 3 parties and got back together with my girlfriend  things are going great
4247;2;Second attempt:hi Stefan!you?re so pretty! 
4248;2;@janelle73 love you little baby sister.... cant wait til next semester 
4249;2;did some tafe work and am going to do more tomorrow when im at mummas place.. going up for another baking day 
4250;3;@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL 
4251;3;@mrgarylee Awww that was nice! Thanks  and of course you are very welcome!
4252;2;@miss_tattoo I wish you could, too!  I'm hopin' to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?!
4253;2;lawl I killed this guy's dog and then 1HKO'd him  http://artheido.mybrute.com/tf/449466
4254;2;@dougiemcfly yell something like angelina jolie's on the tele! worked with my dog 
4255;4;Had a really good day today. Now it's  time for bed.  
4256;2;eating ice cream 
4257;2;@SaphInfection Oh, OK. That explains it. And puts my universe back into balance a bit. 
4258;3;going to chase some pills with some vodka, should be interesting 
4259;2;@guardian_renata  you'll have to persuade them 
4260;2;@Melissa808 no pillow for you! hehee... I hope you're layover isn't too long.  Almost there!
4261;2;@andyclemmensen haha ur gonna get waay pissed at us. ur using that pic i sent u as ur facebook picture!!  read the message i sent u on fb
4262;4;eleonoraelitoday I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...
4263;2;@RulerofDazzle Right. Ok. Already had that. I'm sorry, I thought I missed something else. I didn't mean to look dense. 
4264;1;@TheEllenShow Oh, Ellen... Please tell me Dr. Manhatten was wearing clothes!  Know that the GF was a little shocked when we saw Watchmen
4265;2;@ExpectToConnect i'll be sure to  look forward to seeing it!
4266;3;I'm going to shop with my BFF today, it's gonna be fun  i can't wait
4267;2;Whoh what a day... Now for the shut part... Hydraulics assignment time 
4268;2;oh wtf @ house. NOT COOL. 
4269;2;Brain Hurty Squishy Mess 
4270;2;@timdp, which train? 
4271;2;i think its time for a myspace eedit.. i just ceebs doing it.. besides i am writing my diary for amelia 
4272;4;@Jon_Favreau http://twitpic.com/2x2e6 - That's awesome! 
4273;3;Hey fellow Tweeters please follow BGLuxuryBandB  Huge things coming really soon! Super Super cute stuff 
4274;3;just got done watching HAARP for like the 5th time now. amazing dvd. 
4275;2;@vomitto ahh ai dreptate Pixar 
4276;4;@sian_the_mouse yay! a duck! if i want anything watching me it'd be a duck!  lol
4277;2;@nick_carter check it out  http://www.bored.com/pranksite/index.htm
4278;2;Setting up new systems for contributors 
4279;2;The sun is shining! Can I get work squeezed into a morning and escape for an afternoons walking? 
4280;2;woke up too early 
4281;3;@vavroom thats ok I have eye fillet coming in about 6 minutes 
4282;2;got up to take the Mr to work on his birthday 
4283;2;@ShannaMoakler I'm afraid to fly too. What do you do when you HAVE to? I usually pop ativan and valium. Or maybe Ambien.  Works ok!
4284;2;@RonGetzLucky hello!!! Thanks for sayin hi!! I hope you like to watch!! 
4285;2;watching tv. trying to sleep. not working. 
4286;2;@bebe33 He's got other qualities... I'm pretty lucky 
4287;2;"checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless you'd like to bring some Lords over "
4288;3;Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!
4289;2;"@rosenstand @anderssaugstrup [uk] It's hard to tweet [dk] &quot;I dag har Anders f?dselsdag..&quot; [dk] within just 140 characters "
4290;2;@lisalent As part of Freeview? We don't get the sports channel 
4291;4;@TregorySullivan w00t! I rate 78% of your @ asshattery? Awesome! Now I need to follow the other people you bug. 
4292;3;Too cute for words. 
4293;2;No way I'm gonna sleep tonight 
4294;2;my flow so tight 
4295;2;...feeling better . I'll be fine...I guess...I hope... 
4296;2;@ainaalano gonzo...continued from last post 
4297;4;I have the greatest boyfriend 
4298;2;@abacab1975 yep...off to work soon 
4299;2;@dougiemcfly morning mr poynter  ur up early
4300;2;My sister is currently telling me how 21 year olds should be at the bar, not reading books. Maybe I'll take a book to the bar with me 
4301;3;enjoying the nice weather 
4302;3;@trendhunter Very nice pics! Thanks for sharing it  
4303;2;@Hollywood_Trey 
4304;2;No TravoRadio this morning. BlipFM is down. 
4305;2;@DTizzler and it took me my entire walk to the train station to undo it 
4306;2;@amyg0716 thats really sad  i wolud hate that! but i had choco milk earlier =D lol
4307;2;is so anxious for thursday! I can't wait to see mike its been 3 and a half months! 
4308;2;@FinancegradTH Some days I have too much to say. Not a bad thing to be at a loss for words, you use your brain for much greater things. 
4309;2;Ordered my DSi and GTA. Can't wait 
4310;3;@Mjamme I'd like to put myself forward as one of your 100 men. I can't tick any of the boxes, but I'm a nice guy anyway. 
4311;2;@radcs when are you putting a photo up? 
4312;3;oh wait, thunderstorms tomorrow?! ohSHIT, then YAY!!!!  i love love love thunderstorms! g'night again haha
4313;2;@gwane and I'd go with either a nose ring or an eyebrow bar... In my opinion 
4314;2;what that - dissertation script is finished and with his tutor for final reading  COME ON!
4315;2;@SITSGirls it does indeed. hope you are well too! why are you awake at this hour? 
4316;2;http://twitpic.com/2y5h0 - Ukey my new uke 
4317;3;@KateKendall me too! Nice work Kate 
4318;2;I have had an allergic reaction to my contacts, stuck with my specs until it clears up. Means and end to my breast feeding tho 
4319;2;@sannewielenga thank you 
4320;2;"@JMatthewFlyzik &quot;i poke her face&quot; by kid cudi feat. kanye west and common is better "
4321;2;off to work now,tweet you guys at lunchbreak 
4322;2;talking to @davids2nd ...can't wait to hear the track david and @neljay Recorded 
4323;2;wow my x60s is dead 
4324;2;designing my graduation announcements 
4325;1;@joshinthecity Well i'll have you know I got one. AND and Iron. AND a heater. WAY DOMESTICATED 
4326;2;is getting ready to install our BI stack again 
4327;2;just finished cooking spag bol from scratch.. in other words been cooking for the past 4 hours! i'm not hungry anymore 
4328;4;today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...
4329;2;@abhisheknagar quite similar to what happened with GW Bush in Iraq 
4330;3;@Zygoatsalami  sure, we need to get together to brainstorm up some blueprints.
4331;3;Mum, if you're reading this I just want you to know I think you rock.  We shall enjoy the 400 together 
4332;2;@unitechy I found the answers, Thanks 
4333;3;@CHRISDJMOYLES I`m excited for you  I have no idea why your going but it must be all good
4334;2;@MANDY_EMMERSON I know you do, Go TEAM GB 
4335;4;@LFTA ...And Prince - Erotic City (Feat. Shelia E) 
4336;2;trying to write dssertation 
4337;2;@ilovedt that's what I thought. Bummer! 
4338;1;.. This response from Support is blatantly untrue, fake accounts are shut down all the time!  And it contradicts their own Terms too.  
4339;2;Oh noooooo Kath is back from Annual Leave!!!!!  du du duuuuuuuu!
4340;2;@Kal_Penn thank you for being a great character on House! I'm sad to see you go! 
4341;0;@babyporridge I didn't get your 'Twitter is crap' reply 
4342;4;Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula 
4343;2;Haven't tweeted in ages my twitterberry doesn't work anymore help! 
4344;2;I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep 
4345;2;Longing for yesterday 
4346;2;i want a guy like carmello or jimmy 
4347;2;@_laertesgirl Sorry to hear that.  Anything specific? x
4348;3;ha ha ha   damn i had  such  good  time chillin wit  my  favorite hizzo  danced my face off @ the lodge never made it to backbooth  ..
4349;2;Work today 
4350;2;@EvilUnicorn im not on aim rn 
4351;3;I accidentally put sugar in my food instead of salt, so now I'm eating sweet fried rice  My clumsiness astounds me sometimes!!
4352;3;Why don't the hot guys from my gym get on my train in the morning? It's always full of dullards 
4353;2;Another sales pitch today for a potential #surface customer. I do more sales than development these days 
4354;2;Downloading the torrent of last night's SYTYCDA, where my love BJ was tragically (but predictably) eliminated 
4355;2;Waiting for an update about my car. It's in the shop again! 
4356;1;Bored from doing homework  What is pingping doing?
4357;0;The worst part about laundry is: the longer that you wait to do it, the more unpleasant it becomes. 
4358;1;@ZappoMan oh, your tweet was about weapons? That's covered by Pandora's Box - can't uninvent it, leaving us all with MAD 
4359;2;FUCK....I CAN'T SLEEP 
4360;2;@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. 
4361;4;is sooo proud with her bro! huhu.. he's so talentfull.. i wish i could do best like him.. 
4362;3;i'm missing my best friends. I miss our fun times together. I love you guys and i miss you so much  
4363;3;Done with homework. Sneezing  but feeling better! 28 days
4364;2;Passed out last night while mum was puttin cream on my.tattoo 
4365;3;@PrinceDavey aww no invite??  lol jk. coolness for the day off!
4366;2;"@BobbyLy Nah gentlemen. I got class at 8AM on Wednesdays.  But thanks anyway!&lt;3"
4367;3;@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .
4368;2;Note to you all: don't go to the choclate bar @ schiphol!! it is passengers only 
4369;2;didnt hear from my hunn today 
4370;2;@getvisible journalists are up there with ambulance chasing lawyers in my reckoning 
4371;4;Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head...
4372;2;Flo rider has sampled that blue song he messed that song up for me 
4373;1;@devakishor Oh oh! That's sad! 
4374;2;i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten 
4375;2;@iwouldificould How have you watched it? I tried the youtube link but it won't work! 
4376;2;missing my boyfriend  who im on the phone with but its just not the same TWEET
4377;2;"wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok"
4378;2;@RebeccaMayne That does sound boring as hell becs 
4379;1;is sad because there was another earthquake in italy.. 
4380;2;@wilshipley  I am sad... the Dutch localization in DL2 is bad... it's incomplete and has too many truncations...
4381;3;@Codylfriend - you're not sweet 
4382;4;@disobedientgirl wonderful.. I ll be slogging at 9.. you get up at 9 eh.. 
4383;2;DONE dun dun.  I guess we're getting off the computadora. Night.
4384;2;shopping shopping shopping!  I'm in desperate need of some shorts n stuff for Spain! B-)
4385;2;@mcflykaiserflik sam and dean  i'm in the modd for watching it now...
4386;2;@MrBigglesrox hey emily you lie!!! meanie   
4387;4;@annikarae That's a superb picture, doll face 
4388;2;Although I am heading back to PC land for a some time, I'd still like a Mac Pro at some point  http://is.gd/r9zI
4389;3;@oedesigner great link, it can certainly help a lot that's for sure! just got to know what to do and what not to do 
4390;2;first i gotta set up some other anti spyware programs to give my dearest Spybot some company 
4391;1;@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. 
4392;3;It's great to know to be in your thoughts!!and...yes..we are lucky. 
4393;2;I stayed up too late. Didn't get the design done like I wanted to 
4394;3;"@KavisMusings [Two mules cant make a race horse] Interesting. But, I've read that mules are smarter than horses &amp; do more work "
4395;1;Allergies playin up like mad today 
4396;2;@Halliway danke 
4397;3;"@babysitterdirec I was one of 5 kids  We didn't go on many holidays; there was too much to organize lol!"
4398;2;"Planting a friend today.  Not been to a funeral in &gt;20 years."
4399;2;I have worked out how to Integrate Twitter into a web page 
4400;2;Follow Follow Follow lmaoo 
4401;2;www.killerjo.net try not to focus on science 
4402;4;TIme to head off and start another day of work.. hope ya'll have a good one.. catch you when I return 
4403;3;@RealPaulRudd , nice interview On Letterman!! I love your personality, charm and  sense of humor... 
4404;3;Birthday wknd was a success, and got some, and then some 
4405;2;On my way to a business coaching client. I look forward to It! 
4406;2;@nicolerichie yes I had all the books as a child 
4407;2;@mariapetersen I'll try my best to be at the Heather tomorrow for the tweetup 
4408;4;@bronte_saurus Being a grownup with no responsibilities is awesome, though. 
4409;3;@brandyfan4life glad to see you here... I heart other Brandy fans  goodnight!
4410;3;@levimorales well, i'm doing good here as well  and having fun at the same time. have a wonderful week as well 
4411;2;Believe it or not, I actually did it... 
4412;2;"@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot; "
4413;1;@gajgupta i see u r into gardening these days.. not bad 
4414;2;No music today. Blip.fm is undergoing maintenance 
4415;2;Finally is a VERIFIED PayPal member 
4416;2;"just watched &quot;how to lose a guy in 10 days&quot;. i might have cried a little "
4417;2;@cartman +1 
4418;1;@ricklondon oh now who is comfortably Dumb 
4419;3;@anyshalyke oh you went clubbing without me   lol next time we can do it together
4420;2;JUST realized im talking to no one... 
4421;1;"@jacvanek What a sad thought if it isnt!  &lt;3 CC"
4422;3;We're on most sessions in #AdTech Paris btw. Feel free to DM or reply to meet 
4423;2;"@aulia @savitri - I definitely missed something  It's my first ;)"
4424;2;@OfficialPRofOZ back at ya 
4425;2;@mpesce they leave it on the street and string the hose up over the balcony 
4426;2;@CiaranCuffe  #bludget #B09 But Budget 09 happened in October, remember? 
4427;2;@InnaLA_RE It is very simple.. Use firefox or IE n just copy the updates n paste it.. 
4428;2;@sian_the_mouse woot!!!!!! 
4429;2;doesn't want to go to school tomorrow. it's the last day, but it's also twyla's day off 
4430;4;vegetarian recipe, a great experiment 
4431;3;i love to drink... water! so pure  today was a GOOD DAY!
4432;2;@bavster_twit u can't sip crap vodka! Nope not done #c25k got ominous knee pain - not good 
4433;2;"Dull greyish day in Brussels. Wearing C&amp;S N?88 from a sample and loving it as usual. Will definitely be buying it at some point... "
4434;2;@Tsarnick  Man, cheese popcorn on Food Network! Me want!
4435;3;@DHughesy You can actually swear you know lol. there's even somewhere that counts your swears.much fun...www.cursebird.com 
4436;2;"@Neil_Duckett Cool pics. In Kyoto geisha are usually called &quot;Maiko&quot; "
4437;2;its 3:33am and I'm finally going to bed! 
4438;2;@jnarin oh i didnt know what you were talking about. got it now. while i cant imagine, i am sure they dont realise what it means. 
4439;3;Little work out was good  Specially since we were watching the Hills at the same time lol
4440;3;"Watched &quot;Snatch Wars&quot;. Hilarious! Cheers @twll  http://www.youtube.com/watch?v=kDKiQfBs9lo&amp;fmt=18"
4441;2;Just added myself to the Twitter Directory, you should too  http://justtweetit.com/graphic-designers/
4442;2;Off to the doctor's today emily has a rash which looks like the measles 
4443;3;Just getting ready for work oh joy is me! Roll on holiday 
4444;2;Apparently I was playing Risk on a railroad track, HARDCORE RISK PLAYER 4 LIFE!!! 
4445;2;"@anbudan_BALA agreed &amp; accepted sir. 2 mistakes are not UNPARDONABLE "
4446;3;"If you could see me now! Sat here with Tartan blanky across my lap like OAP, hair looking like a knitted rug, bright pink Pj's &amp; a smile! "
4447;1;@ninaneverknew i'll be there as well! maybe tomorrow 
4448;2;Followers, The More The Merrier! 
4449;2;studying for a test, designing 2 logos, starting on my final project, and playing with InDesign. totally happy 
4450;3;@dougiemcfly have fun 
4451;3;can't wait to see cody wednesday  i love my boyfrieeennd
4452;3;OK..one hour and counting, 4 days off and going to enjoy every minute of it! hair done, spa, kickboxing, hiking!!! ahhh can't wait  
4453;1;how come only audrey updates twitter. i need to follow more people.... sorry audrey 
4454;2;@ginoserge Now look SERGE don't try to escape your identity  hehe  How are you man?
4455;3;working, tweeting, facebooking and enjoying a raspberry mocha latte 
4456;2;@somemandy blum boleh dong, maaf ibu hamil 
4457;2;@shantelleb so has mine 
4458;3;Ok, sun not shining now, but still happy 
4459;2;I got a half-decent night's sleep. 
4460;4;Good Morning! Determined 2 make it sweeter than b4... 
4461;1;@Aiiane What's wrong with being an attention whore? 
4462;2;Eventbox testen.. 
4463;2;in the meantime, trying to figure out a new background for my twitter 
4464;2;Is about to go home 
4465;3;on the coach  gonna be fun!
4466;2;Misses Rach already 
4467;2;@radiogrinch Hi Grinch! I really would like to here your English podcast even if taking in consider the fact I am native Russian speaker 
4468;3;Welcome to the Coffee OnLine Twitter page! Please feel free to follow us in the Twitter World! 
4469;2;My mate is currently on Deal or No deal!  
4470;2;@DonnieWahlberg hoping to come to Chicago for a third time!  You are competing with No Doubt this summer though 
4471;3;@mamlamarquise Beautiful earrings! Very gentle 
4472;2;Starting a new day, a rainy day but inside me the sun allways shines! 
4473;2;@1indienation use it on apps. 
4474;2;Will it work, won't it. Will it work, won't it.   
4475;2;@DeiondraSanders I'm always up late. I wish I was a morning person but I'm not 
4476;2;@TimNoonan you should buy an ex army hummer... wouldn't matter if you ran into anything 
4477;2;is amused that she gets to 'bully' her aunt at work!    
4478;2;@CHRISDJMOYLES next time come to Hemel Hempstead 
4479;2;@Willie_Day26 
4480;2;@beautifulpyre Thanks for the Vodou Music.  Just what I need to send me to sleep.  
4481;4;@tomblackuk because its great lol. Just finished 
4482;2;is playing SUPERPOKE PETS ..  http://plurk.com/p/n09nq
4483;2;I found my motto: If you hit on my woman I will hit you 
4484;3;it was SOOO simple...but i knew i would get it!!  *smiles REALLY big* good night!
4485;2;Does anyone know where I can get real copper ear wires in the UK, I don't want copper effect, I need the real thing, help me please! 
4486;2;@AmineB whassup? 
4487;3;Listening to the sleepy ramblings of Emily... I'm sure it is a very interesting story 
4488;2;really likes diet cherry vanilla dr. pepper. its amazingness in a bottle 
4489;2;I just finished the seat of my bench! But enough Maya - I'm going to sleep now. Hope to finish it tomorrow. I'm going to dream in 3D... 
4490;2;"I've always wanted to try that...  http://www.bypassfirewallnow.com - &amp; guess what - It works!!"
4491;2;AHHHHHHH! Everyones doing laundry except me 
4492;0;@nrlfanclub I know, crap site huh? 
4493;3;@FUCKCITY dude you're totally rocking the stache!! Avocardo handrolls are so damn good.. Thanks for dinner insirstion Andy 
4494;1;boxee now has Pandora. Useless to me here in Oz. Boo hoo 
4495;2;@Solarys_30 Thanks 
4496;2;gotta finish off with the remaining 30 MCs left in the morning 
4497;2;i hurt my leg! 
4498;2;"@timvansas no, not yet   But also need to finish the rest of it ;)"
4499;2;@seanporter thank uuu! i know i heard youre in dallas 
4500;2;Downy weather  Where's the summer?
4501;1;@KarsentheSlater I'm getting pissy lately - I know I make mormon jokes at you - I'm sorry. I hear mormon jokes now and I feel bad. 
4502;1;Also, I realize that sounded a tad drama-queen, but I haven't been sick in YEARS. It's hittin me hard this time 
4503;2;Okay I'm sorry that was mean. I'm not nice 
4504;1;Craaaaap. My Macbook Pro is kernel panicking a lot now. I think I'm going to be forced into an upgrade sooner than this summer 
4505;4;pose ta b goin ta AZ dis week  i hope lol
4506;2;Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore.  Lol.
4507;2;@1an3 thank you!! I have to now do it all again today 
4508;3;"Had a lovely day at the beach followed by dinner with a gorgeous lady ;) roll on the work today  Booo!"
4509;2;@TyJaneTrev i agreee! clearly they only want attention, SORRY I COULDN'T CATCH THE TRAIN MATEEE 
4510;2;i got smoke in my eyes, now they burn 
4511;2;Loves what #drupal file framework module could do, but is sick of Bitcache errors making it impossible to upload files 
4512;2;i feel lonely today.... 
4513;2;@hebb I wish I could go to bed... 
4514;2;Haha my house is creepy at night!!  It creaks and stuff..scary. lol..I'm gonna go to bed.
4515;2;can't upload my pic 
4516;1;ah..I hate flu..now its third day. guess what happened accidently I shaved my eye brows off. I need glasses 
4517;2;@zackdft but i like reading the bullshit! 
4518;1;im so confused  This SUCKS!!!!!
4519;2;has to study math 4 econ but isnt in the mood 
4520;4;"@MissCassandra StiLL on my &quot;Lions &amp; Tigers &amp; Bears&quot; shyt.............  but GOD is gOOd consequently, I wiLL be tOO"
4521;2;why do other people get replies 
4522;2;Damn stiff neck, day 2 
4523;2;@djginaturner no le gusta house of house 5 min intro 
4524;2;Missing the fab five 
4525;2;@marcellariley it was a repeat tonight for Gossip Girl 
4526;2;is losing her hubby for a week tomorrow for work.  Easter and all 
4527;2;@HoptonHouseBnB I'm thinking of getting my old FM tuner from the garage as I'm having problems when my PC just stops playing audio 
4528;2;i want my money from kevo to hurry up 
4529;2;Anybody willing to help me??? I've been trying to make a sad tune on the piano for a new song but it always ends up happy and bright  ???
4530;4;@bursaar Good for me. I haven't gone to bed... 
4531;1;baking oatmeal + chocolate chip cookies to make me tired.  i can't sleep 
4532;2;and so the editing of 3000 wedding shots begins 
4533;1;my facebook is Fucked. 
4534;2;@KellyShibari i thought i saw you there! you were walking out the door when i saw you. 
4535;2;@derek319 @shwe370 sweet! That was fun... Except it stretched my browser... And I was watching Twit! 
4536;2;Ads not yet appeared  Google Adsense Team said it may delay 48 hrs on http://womenissues.info
4537;2;tired  i need a regular 9-5
4538;2;my dog is in my room SNORING! 
4539;2;Going to sleep... hoping to wake up and tommorow will be Wednesday instead of Tuesday... I really don't want to go to work 
4540;2;@wtfanabel nite!! I still cant go to sleep. 
4541;2;Im such an insomniac this week 
4542;3;@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me 
4543;2;still spitting out stitches from that bone graft 
4544;2;hooray for the ever so reliable signalflare server 
4545;3;Well that was a fun nights work, now to start the working day 
4546;2;@voidet hey! What have you been up to? 
4547;2;Got a 3.5 in French!      bobo sa exam!  YEY! 75% lang haha///
4548;2;@stephenpearne morning 
4549;3;trying to work out exctly how Twitter works...shouldn't take too long lol 
4550;2;@wandaharland i will continue to smuggle whole crates in my bra then! 
4551;4;@isedo sush, memory- champ  Good morning honey 
4552;3;@akshatk Heh! It was hilarious! But why do they always miss!!??! 
4553;2;Sleepin. @skankityspence halo tonight before you leave 
4554;3;@makeupbylinvia read your blog, LOVE the pics, i wish i could do that lol 
4555;2;@BrokenRoses haha yes it did  i'll just say that my parents aren't available or whatever. you know for chi1 it isn't cumpulasary. ffs
4556;2;@robs_maid with the flashing. at me specifically 
4557;2;@bulhaa libey thaa libigannaaaashe.... goooood miadhu ekkoh ves nidhaa... 
4558;2;@waivethesale Yes! FM, the best way to listen to the radio  Will be very sad if it's switched off. I like DAB, but FM ... *sigh*
4559;4;@imalexevans omfg you watch skins?! you're officially perfect! 
4560;3;@j0anna_rae   lol... it is a great series. I like the 3rd book the best! 
4561;2;@Schofe not off the side of the bridge I hope? 
4562;2;@AdamBuxton1 yayy. You guys are up for 4 sony awards.  *does small dance*
4563;4;Had such a good time tonight...it was needed...thanks sistahs! 
4564;2;@Metroknow what? so early? lame. 
4565;3;"@peekay id say the interaction is greater on Iain's show...real time wise. Plus A&amp;J are nominated else where so fingers crossed for Iain "
4566;2;watchin.. I'm not there. and missing heath ledger 
4567;2;"@0xdeadbeef yup, looks expensive. But in the states people get a boat or a car as &quot;l?nef?rm?n&quot;, maybe you need a new monitor?? "
4568;1;Morning All.  Reading the Secret and it Works 
4569;2;am in an Internet cafe somewhere in Los Banos...need to submit something 
4570;2;is talking about twitter and similar stuff 
4571;2;Made a Time Table for Blogging for the first time! Hope it works well for me 
4572;3;@felipezee I have to disagree... he is cute until you look at him. 
4573;2;@Indigored_hot  sorry your day was a waste, hope you found some good bits in it and YAY you are homeward bound.
4574;2;@dagfinnr  any reason in particular?
4575;0;10 things i hate about you  then bed
4576;3;@awillert  im so jealous..i want salsa, but the cookies were AMAZING!
4577;2;is thinking about focusing more. I don't want to be known as one of these people: ???? = all talk, no action. Goodbye online world! 
4578;3;@warrenparkinson the production is called Block Party. We dance while playing and making constructions with huge blocks 
4579;2;@DonnieWahlberg ok, so you reading this is highly unlikely but i don't care cuz i can't sleep..suggestion..If you go away..just a thought 
4580;3;@theollymann sounds like you celebrated the nomination properly!  best of luck. so excited for you all! 
